question,reasoning,doc_id
Which game set in Colonial America involves a protagonist who is half-Mohawk and hunts Templars during the American Revolution?,Uses the specific 'half-Mohawk' and 'American Revolution' setting to identify thet game without using the title,1266
"What Assassin's Creed title features naval combat, a homestead economy, and a protagonist named Connor?",Combines the series name with unique features like 'naval combat' and 'homestead economy' to target this specific entry,1266
"Which story follows a son's quest for revenge against the Templars after witnessing his mother's death, eventually discovering George Washington was responsible?",Focuses on the plot twist regarding George Washington and the personal vendetta of the protagonist to create a unique hook,1266
Which fantasy open-world game features a protagonist with the power of The Voice who must stop the return of ancient dragons?,Combines the 'power of The Voice' and 'return of ancient dragons' hooks to identify the specific game without using the title.,472
What game is set in Tamriel and involves a power struggle for the throne after the murder of the High King of Skyrim?,Focuses on the setting 'Tamriel' and the specific plot point of the High King's murder and throne conflict.,472
In which Elder Scrolls title does the player act as a prophesied hero capable of standing against dragons in a reimagined virtual world?,Uses the franchise name 'Elder Scrolls' combined with the specific 'Dragonborn' prophecy and open-world nature.,472
Which shooter is a combined remake and sequel of the original Painkiller?,Mentions the specific 'remake and sequel' nature of the game and uses the title to directly link to the source.,1789
Who developed the remake and sequel of the first-person shooter where you fight through hell?,Focuses on the developer 'The Farm 51' and the theme of fighting through hell to identify the game.,1789
What FPS title published by Nordic Games acts as both a reimagining and a continuation of the Painkiller series?,Combines the publisher 'Nordic Games' with the series context to provide a specific hook for specialists.,1789
Who is the protagonist of the tactical RPG where the Duke of Manster kidnaps Nanna and Mareeta?,"Uses specific character names (Nanna, Mareeta, Duke of Manster) and the genre to identify the game",1437
What Super Famicom game takes place between chapters 5 and 6 of Geneology of the Holy War?,Uses the specific timeline placement (between Chapters 5 and 6) and the platform (Super Famicom) as unique hooks,1437
"In Fire Emblem: Thracia 776, how does the antagonist Raydrik transform after his first defeat?",Targets a specific plot point regarding the transformation of Raydrik into Deadlord Mus,1437
What RTS expansion adds three episodic adventures and nine new missions to the legendary WWII strategy series?,Focuses on the 'three episodic adventures' and 'nine new missions' as distinguishing hooks for the RTS genre,1371
Which Company of Heroes add-on introduces three new multiplayer modes and expanded combat abilities?,Uses the same title but focuses on the specific content additions like 'three new multiplayer modes' to identify the expansion,1371
What game update features evolved gameplay mechanics and new battlefields for a Game of the Year winning strategy franchise?,Targets the 'Game of the Year winning strategy franchise' and 'evolved gameplay mechanics' to describe the game without naming it directly,1371
Which 1987 NES platformer features a cybernetic hero fighting against Dr. Wily's reprogrammed Robot Masters?,"Combines the release year, platform, and specific antagonist Dr. Wily to uniquely identify the title",1714
"Who is the scientist who created Mega Man and the other humanoids to help people, but was betrayed by his assistant?",Focuses on the core plot conflict between Dr. Light and his assistant to provide a search hook,1714
What classic Capcom game involves a protagonist fighting through seven different empires of Monsteropolis?,Uses the specific location 'Monsteropolis' and the developer Capcom to distinguish the game from others in the series,1714
"Which RTS game features a progression system through the Archaic, Classical, Heroic, and Mythic Ages?",Focuses on the specific naming of the four 'Ages' which is a unique progression mechanic of this title,324
"What strategy game allows you to choose between Greek, Egyptian, and Norse deities to gain unique god powers and myth units?","Uses the unique blend of three specific mythologies (Greek, Egyptian, Norse) and the 'god power' mechanic as identifying hooks",324
"In Age of Mythology, who is the Atlantean admiral who hunts a cyclops allied with Poseidon?",Directly references the campaign's protagonist (Arkantos) and the plot involving a cyclops and Poseidon,324
Which Tom Clancy strategy game focuses on political power struggles in post-Yeltsin Russia?,Uses the game title and the specific setting of post-Yeltsin Russia to identify the title.,1856
"What strategy title lets you lead one of eight factions, like the Mafia or the KGB, to seize control of a crumbling Russian empire?","Highlights the unique mechanic of leading one of eight specific factions (KGB, Mafia) to take over Russia, which is a specialist's hook.",1856
Which political intrigue game involves competing to fill a power vacuum left by the dead President Boris Yeltsin?,Focuses on the specific plot premise—the death of Boris Yeltsin and the resulting power vacuum—to uniquely identify the game.,1856
Which C&C expansion focuses on the origins of the psionic commando Yuriko Omega through a dungeon crawler campaign?,Targets the specific unique character Yuriko Omega and the unusual 'dungeon crawler' campaign type to identify the game.,759
What Red Alert game follows the aftermath of the war involving FutureTech and the internal corruption of the Allies?,Uses the game's title elements and specific plot hooks like 'FutureTech' and 'Allied corruption' to pinpoint the expansion.,759
Which real-time strategy game features live-action cinematics starring Ric Flair and Malcolm McDowell in a post-war conflict?,"Uses the distinct 'live-action cinematics' trait and the specific celebrity cast (Ric Flair, Malcolm McDowell) as unique identifiers.",759
Which expansion returns players to Azeroth and introduces the Worgen and Goblins as playable races?,Mentions the unique playable race additions (Worgen/Goblins) and the return to Azeroth as a hook for the game's identity,229
In which game did the dragon aspect Deathwing return from Deepholm to reshape the world's surface?,Uses the return of Deathwing from Deepholm as a specific plot point to identify the expansion,229
What title features a storyline where heroes travel through time to retrieve the Dragon Soul artifact to defeat a destroyer dragon?,Focuses on the unique 'Dragon Soul' time-traveling quest and the battle at the Maelstrom as distinguishing characteristics,229
What is the home console version of Bloodline Rebellion?,References the specific subtitle 'Bloodline Rebellion' to identify the game,1236
Which fighting game adds a Scenario Campaign mode when moving from arcade to console?,"Focuses on the specific 'Scenario Campaign' addition for the console port, a distinguishing mechanic",1236
What fighting game has a console port that expands on its arcade counterpart called Bloodline Rebellion?,Combines the arcade origin and the specific Bloodline Rebellion title to create a high-intent search query,1236
Which flight simulator game features a close-range dogfighting mechanic where you play as William Bishop of Task Force 108?,Uses the unique character names 'William Bishop' and 'Task Force 108' as hooks to identify the specific game.,531
In which Ace Combat title do you fight against Andrei Markov and Russian rebels in a real-world setting?,Combines the series name with the specific antagonist 'Andrei Markov' and the Russian setting to pinpoint the title.,531
Which combat aviation game takes place in an alternate timeline where you lead a squad against rebels in Russia?,"Focuses on the setting (alternate timeline, Russia) and the genre (combat aviation) to allow a specialist to identify the game without the title.",531
Who is the villain in the world of Ashan who attempts to use the Blade of Binding to open the gates to Sheogh?,"Focuses on the unique 'Blade of Binding', 'Sheogh', and 'world of Ashan' hooks to identify the game without using the title.",1889
Which Ubisoft strategy game features five protagonists including Nadia and Fiona who fight against a demonic plot?,Combines the specific character names 'Nadia' and 'Fiona' and the 'Ubisoft' developer/publisher hook to target the game.,1889
What prequel to Heroes of Might and Magic V takes place 40 years before the cycle of the series' fifth installment?,Uses the specific timeline details (40 years before Heroes V) and the prequel status to differentiate it from the main series.,1889
What racing game features a pursuit by Sergeant Cross in the fictional city of Rockport?,Mentions Sergeant Cross and Rockport City as unique identifiers for the game's plot,98
Which game involves losing a BMW M3 GTR to a racer named Razor?,Focuses on the specific car model and the antagonist's name to create a a distinctive search query,98
Which NFS title takes place in Rockport City and involves regaining a stolen car?,Uses the game's series name combined with the specific setting and plot hook,98
Which Game Boy RPG involves collecting fragments of a Game Boy RPG involves collecting fragments of an ancient Goddess known as Magi to stop villains from becoming gods?,Uses the specific 'Magi' and 'fragments of an ancient Goddess' hooks to identify the game.,403
"In which classic RPG can you build a party consisting of a mix of humans, robots, and monsters to find a missing father?","Targets the unique party composition (humans, robots, monsters) and the plot goal of finding a missing father.",403
What is the Final Fantasy Legend II story about?,Directly asks about the story of the game using its title for variety.,403
What is the fourth entry in the pirate-themed adventure game series known for its salty humor and monkey-filled settings?,Uses the 'fourth entry' and 'pirate-themed' hooks combined with 'salty humor' and 'monkeys' to help a specialist identify the game.,63
Which puzzle-heavy adventure game serves as the fourth installment in its legendary cinematic story series?,Focuses on the fourth chapter and the 'puzzle-heavy' and 'cinematic story' attributes mentioned in the summary.,63
Which game is called Escape from Monkey Island?,Directly asks for the title using the name provided in the context.,63
What hunting simulation focuses on an interactive experience specifically targeting deer?,Focuses on the unique 'interactive hunting experience' descriptor and the target animal to identify the game,263
Which classic hunting game was released around 1999 and features an interactive experience?,Uses the release date and genre to narrow down the search for early hunting simulators,263
What is the interactive hunting simulator known for its specific focus on deer hunting?,Combines the genre and the specific 'interactive' nature of the deer hunting gameplay to target the title,263
What fighting game is set between the second and third entries of its series and features the BLECE project?,Uses the chronological placement (between II and III) and the specific 'BLECE project' as hooks to identify the game.,884
"Which Capcom title introduces characters like C.Viper, Rufus, and Abel into a martial arts tournament?",References the game's developer (Capcom) and lists several of the specific new characters introduced in this installment.,884
Which game involves the S.I.N. corporation trying to lure Ryu to analyze the Satsui no Hadō?,Focuses on the specific plot objective involving the S.I.N. corporation and the 'Satsui no Hadō' mechanic/concept.,884
What real-time strategy game features campaigns led by Francisco Pizarro and George Washington across 300 years of colonization?,Uses the specific historical figures Pizarro and Washington and the 300-year timeline as hooks for a specialist.,596
Which historical game allows you to start as Christopher Columbus in 1492 and manage diplomacy and warfare in the New World?,Focuses on the starting point of 1492 and Columbus combined with New World diplomacy/warfare mechanics.,596
What is the name of the strategy title focusing on the conquest of the Americas with 42 different missions?,Includes the specific number of missions (42) and the core theme of American conquest while using the game's title context.,596
What shooter features a world called Pandora where players search for an alien Vault left by the Eridians?,"Uses specific lore hooks like 'Pandora', 'alien Vault', and 'Eridians' to identify the game without mentioning the title.",498
Which game has procedurally generated weapons and a cartoon-style visual approach in an open world?,Focuses on the unique technical and artistic characteristics: 'procedurally generated weapons' and 'cartoon-style visuals'.,498
"In Borderlands, what is the role of the Guardian Angel in helping the Vault Hunters?",Directly asks about a specific character/entity (Guardian Angel) and the player's role (Vault Hunters) within the game's title context.,498
Who are the fighting game titans that face off in this crossover title?,Mentioning fighting game titans suggests the search intent for the crossover match-up described in the summary,1065
Which fighting game crossover features a battle between the Capcom and Bandai Namco's most famous franchises?,Uses the 'Capcom and Bandai Namco' hooks as specialists would know these are the publishers of the Street Fighter and Tekken series,1065
What is the title of the game where characters from Street Fighter and Tekken fight each other?,Directly asks for the title based on the game's name provided in the context,1065
Which shared-world shooter features a game world that was devastated by the Collapse and involves fighting the Darkness?,Uses the 'Collapse' and 'The Darkness' as unique lore hooks to identify the game.,1939
In what game do you play as a resurrected Guardian assisted by a Ghost in the ruins of the Old Russia Cosmodrome?,Targets the specific plot point of being a resurrected Guardian with a Ghost starting in the Cosmodrome.,1939
What Bungie title blends first-person shooter mechanics with MMO elements but avoids being a traditional MMO through on-the-fly matchmaking?,Combines the developer (Bungie) and the specific 'shared-world shooter' and matchmaking mechanics to distinguish the title.,1939
Which marble racing game allows players to compete in an arena setting?,Includes the 'marble racing' and 'arena' hooks to specifically identify the game's theme and setting.,1019
What is the name of the marble-based competition game released in 2009?,Uses the release date (2009) and the 'marble-based competition' description to narrow down the search.,1019
What title features competitive marble sports in a digital arena?,Combines the 'competitive marble sports' and 'arena' descriptors to create a search query a user would likely use.,1019
Which Kingdom Hearts title involves Sora and Riku taking the Mark of Mastery exam in the Sleeping Worlds?,Combines the game's series name with the specific 'Mark of Mastery' and 'Sleeping Worlds' plot points.,1226
What handheld game features King Mickey and Yen Sid training protagonists to become Keyblade Masters?,Uses the specific characters King Mickey and Yen Sid and the goal of becoming 'Keyblade Masters' as unique hooks.,1226
Which 3DS RPG uses its depth effect specifically for falling and flying movements to increase immersion?,Focuses on the hardware (3DS) and the unique technical application of 3D effects described in the summary.,1226
Which dungeon management game lets you play as an evil Underlord building an unholy hall to fight off heroes?,Uses the unique 'Underlord' role and 'unholy hall' as hooks to identify the game,1878
What RTS-inspired god game involves excavating a dungeon and using rituals and spells to trap unsuspecting goodly heroes?,Combines the 'RTS-inspired god game' and 'ritual' mechanics to pinpoint the title,1878
"In War for the Overworld, how do you attract creatures to work and fight in your custom-built dungeon?",Directly asks about the game's core mechanic of dungeon excavation and creature recruitment while using the game's title,1878
What RTS game features a struggle for power between the GDI and the Brotherhood of Nod over a resource called Tiberium?,"Uses unique hooks like 'GDI', 'Brotherhood of Nod', and 'Tiberium' to identify the game without naming it",647
Which classic strategy title involves obeying thecommands of a charismatic leader named Kane?,Focuses on the specific character 'Kane' and the faction names to provide a distinct identifier,647
"In Command & Conquer, how do you produce units like tanks and infantry?",Directly asks about the core gameplay loop involving the resource gathering and unit production mentioned in the summary,647
"What action platformer lets you play as a dragon who recovers fire, ice, earth, and electricity breath after losing them?",Includes specific elemental breath types and the character's nature as a dragon to identify the title without using the name,1583
Which game allows the player to slow down time using a 'Dragon Time' ability?,Focuses on the unique 'Dragon Time' mechanic as a key identifier,1583
"In The Legend of Spyro: The Eternal Night, how do you level up your breath powers?",Directly asks about the progression system using the game's title for variety,1583
What is the team-based FPS where players fight for control of London after dirty bomb attacks?,Combines the setting of radiation-stricken London and the the game's core genre to create a search query,1902
Which shooter lacks aim assist and controller support to prioritize raw player skill?,Focuses on the unique mechanical constraint of explicitly lacking controller support and aim assist as a primary feature,1902
What game involves a conflict between the Central Disaster Authority and a syndicate called Jackal?,"Uses the specific names of the opposing factions, Central Disaster Authority and Jackal, as distinguishing hooks",1902
"Who is the protagonist in the space fantasy RPG where a girl seeks revenge against King Lassic across the planets Palma, Motavia, and Dezoris?","Combines the specific names of the planets (Palma, Motavia, Dezoris) and the antagonist (King Lassic) to pinpoint the title.",1233
"What classic RPG features a party consisting of a girl, a cat-like creature, Odin, and an Esper named Noah?",Focuses on the unique party composition—specifically the cat-like creature Myau and the Esper Noah—to identify the game.,1233
Which game set in the Space Century 3240 in the Algol Star System involves exploring 16-level dungeons to stop an evil ruler in a castle in the sky?,Uses the setting (Space Century 3240) and the specific dungeon structure mentioned in the summary to provide distinct hooks.,1233
Who is the protagonist of the 1996 adventure game where a live-action actor is mixed with hand-drawn animation?,Focuses on the unique visual style blending live-action and mixed-media animation from the 1996 release date,916
Which game features a sidekick named Flux Wildly and uses APM Music stock tracks like Spooky Scherzo?,Uses the specific character name 'Flux Wildly' and rare music credits to act as hooks for a specialist,916
What is the Toonstruck game's protagonist's name and why is it a pun on his creative block?,Directly references the title while asking about the character's specific pun name as described in the summary,916
What Resident Evil game takes place on the cruise ship Starlight and features Leon S. Kennedy?,Combines the game title with the specific setting (cruise ship Starlight) and character (Leon S. Kennedy) to ensure high precision.,969
Which Game Boy Color horror title uses a top-down perspective that switches to first-person combat with a sliding reticle?,Uses the unique hardware (Game Boy Color) and the very specific gameplay mechanic (top-down to first-person sliding reticle) as hooks.,969
In which non-canon story does a S.T.A.R.S. member attempt to destroy a Bio Organic Weapon on a voyage to Europe?,"Targets the plot specifics (non-canon, S.T.A.R.S. member, Bio Organic Weapon, voyage to Europe) without mentioning the title.",969
What modern military shooter focuses on Tier 1 Operators fighting in Afghanistan?,Uses 'Tier 1 Operators' and 'Afghanistan' as specific hooks to identify the modern setting and elite units of this specific reboot/entry.,556
Which game allows players to experience the role of a precision instrument of war operating under the National Command Authority?,"Mentions the 'National Command Authority' and the 'precision instrument of war' description, which are distinct narrative hooks from the context.",556
What Medal of Honor title is developed with the input of actual elite special operations forces?,Uses the game's title and the specific detail about the development involvement of actual elite operators to target this specific version of the series.,556
Which 1984 Lucasfilm Games title involves a sports-like competition released across Atari 8-bit systems and the NES?,"Connects the developer (Lucasfilm Games), the year, and the diverse platforms to identify the specific title.",176
What early computer game developed by David Levine was later remade as Masterblazer and Ballblazer Champions?,Uses the lead programmer's name and the names of the subsequent remakes to provide strong hooks for a specialist.,176
Which retro sports game from the 80s had a development name of Ballblaster and was ported to the ZX Spectrum and Amstrad CPC?,References the specific development alias 'Ballblaster' and the niche ports to the ZX Spectrum and Amstrad CPC.,176
Which early life simulation expansion introduces the ability to travel to a downtown area via taxi to date other characters?,Focuses on the 'taxi to downtown' and 'dating' hooks to identify the specific expansion pack,899
What The Sims add-on first introduced community lots and the ability to interact on lots other than the home lot?,Directly asks about the the first instance of 'community lots' and 'non-home lots' which is a key mechanical change,899
Which game expansion lets you play matchmaker in a city area with restaurants and shops while time stands still during interactions?,Combines the 'matchmaker' role and the specific 'time stands still' detail from the story description,899
Who is the antagonist anthropologist who returns from a presumed death in Peru to challenge Lara?,Uses the specific characters 'Amanda Evert' and 'Peru' to identify the game via story hooks,1161
What Tomb Raider game served as a reboot and introduced more acrobatic movements like somersaults and flips?,Focuses on the game's role as the reboot and the specific movement mechanics like somersaults,1161
In which adventure does Lara race against James Rutland Jr. to find a South American relic?,Combines the specific rival James Rutland Jr. and the South American relic plot point to create a searchable query,1161
Which Game Boy RPG lets you grow your party members by having monsters eat the meat of defeated enemies to evolve?,Targets the highly unique 'monster eating meat to evolve' mechanic which is a specific hook for this title.,396
What game features a tower that connects to Paradise and is guarded by monsters based on the Chinese Zodiac?,Combines the unique setting of a tower leading to Paradise and the specific 'Chinese Zodiac' monster theme to identify the game.,396
What is thestoryline of The Final Fantasy Legend?,Directly asks about the plot of the game while using the title to be a variety in the query style.,396
What point-and-click adventure game features a protagonist who is a court jester with a smelling squirrel toupee?,Uses the unique 'court jester' and 'squirrel toupee' descriptors to identify the game,1287
In which game does the villain from the previous entries in the series finally tell his side of the story?,Focuses on the narrative hook of the villain's perspective in the final chapter of a series,1287
What is the Legend of Kyrandia 3: Malcolm's Revenge about?,Directly asks about the plot of the specific game title,1287
Which Talonsoft wargame features unit modeling down to individual infantry guns and tanks for conflicts from 1939 to 1955?,"Mentions the developer Talonsoft, the specific time period, and the granular unit modeling to uniquely identify the game.",896
What operational level war simulation allows players to switch between military symbols and pseudo 3D miniature icons?,Focuses on the unique graphics modes (military symbols vs. pseudo 3D miniatures) which is a distinguishing visual characteristic.,896
What scenario-based strategy game covers WW2 and Korea with a zoomable map and built-in political event editor?,"Highlights the scope (WW2/Korea), the scenario-driven nature, and the specific map/editor features.",896
Which fighting game lets you pair up characters and includes mimic fighters like Tetsujin and Unknown?,"Uses the unique 'mimic fighters' and specific character names (Tetsujin, Unknown) as hooks to identify the game.",1249
Which non-canonical Tekken title serves as a compilation of the first three games' rosters?,Combines the 'non-canonical' and 'compilation' aspects with the series name to clearly identify the title.,1249
What game brings back characters like Bruce Irvin and Michelle Chang who were missing from Tekken 3?,Focuses on the unique roster composition and the specific characters returning from earlier entries in the series.,1249
Who is the notorious villain Vaas Montenegro in which game?,Mentions the unique character 'Vaas Montenegro' to identify the game.,529
Which first-person shooter is set on a lawless island with diverse landscapes like swampy grasslands and mountain ranges?,Uses the specific setting of a 'lawless island' and unique landscape descriptions to target the search intent.,529
What game involves surviving on a violent island where the only escape is through guns or drugs?,Focuses on the atmospheric and plot-driven elements of survival on a lawless island as described in the storyline.,529
"Which WWII submarine sim features playable Type II, VII, IX, and XXI U-boats?","Includes specific U-boat types (Type II, VII, IX, XXI) as high-value hooks for specialists to identify the game.",870
What naval combat game lets you command a crew that evolves over time across a non-linear campaign?,Focuses on the unique crew evolution mechanic and the non-linear campaign structure described in the context.,870
How do I find the game where you can surface and use a deck gun against Allied convoys in a realistic 3D WWII environment?,"Combines the setting (WWII), the specific action of using a deck gun against convoys, and the 3D environmental focus to target the specific title.",870
What D&D based MMORPG focuses on rebuilding the Jewel of the North after a volcanic eruption?,Mentions the unique 'Jewel of the North' and 'volcanic eruption' descriptors to identify the title,1908
Which fantasy game is set in Faerûn a century after the Spellplague?,Focuses on the unique lore element of the 'Spellplague' and the 'Faerûn' setting to pinpoint the game,1908
In what free-to-play action RPG do players help Lord Neverember restore a city in the Savage North?,Uses the specific character 'Lord Neverember' and the 'Savage North' region as distinguishing hooks,1908
Which MSX2 stealth game was created by Hideo Kojima as a response to the development of Snake's Revenge?,"Includes the 'MSX2', 'Hideo Kojima', and 'Snake's Revenge' hooks to uniquely identify the game",377
What action-adventure title for the MSX2 serves as the direct sequel to the original Metal Gear?,Targets the specific platform (MSX2) and its relationship as a direct sequel to the first Metal Gear,377
Which Kojima-designed stealth title features the protagonist Solid Snake in a continuation of the MSX2 version of the first game?,"Combines the creator (Hideo Kojima), the character (Solid Snake), and the platform (MSX2) to identify the title",377
Which RPG takes place on Filgaia and features a protagonist who wants to become a Golem Hunter?,Uses the unique setting of 'Filgaia' and the specific 'Golem Hunter' ambition to identify the game without naming it.,1682
What game features a HEX battle system and the ability to use dual-pistols to solve environment puzzles?,Targets the signature 'HEX battle system' and the unique 'duel-pistol' puzzle mechanic introduced in this title.,1682
What is the story of Wild Arms 5 regarding the Veruni aliens and the girl named Avril?,"Provides a direct query about the game's title and plot, covering the story aspects of the own narrative.",1682
"What 1988 detective game follows Sonny Bonds after he joins the Homicide squad in Lytton, California?","Includes specific hooks like '1988', 'Sonny Bonds', and 'Lytton, California' to identify the game without using the title.",1925
Which adventure title involves investigating a revenge-driven crime spree in the fictional town of Lytton?,Focuses on the setting (Lytton) and the thematic 'vengeance' element to create a specialist-level query.,1925
What is the plot of Police Quest II: The Vengeance?,Provides a direct query using the game's title to cover a different search intent.,1925
What Japan-exclusive Game Boy Color strategy title is the second entry in the Nintendo Wars series?,Mentioning the 'Japan-exclusive' and 'Game Boy Color' attributes helps narrow down the search for this specific title,1689
Which turn-based tactical game for the GBC was never released outside of Japan?,Focuses on the 'turn-based tactical' genre and the 'Japan-only' restriction for the GBC,1689
What handheld strategy game from the Nintendo Wars franchise is the sequel to the original Game Boy Wars?,Uses the 'Nintendo Wars' series hook to directly link to the game's franchise,1689
"Which game features Eldin, Torma, and Rami as treasure hunters facing off against Ragule's attempt to revive an ancient beast?","Includes specific character names like Eldin, Torma, and Rami and the antagonist Ragule to uniquely identify the game.",1180
In what title do a group of friends explore ancient ruins to stop a power-hungry leader from endangering humanity?,"Focuses on the setting of ancient ruins and the goal of preventing a beast's resurrection, providing a specific narrative hook.",1180
What is the plot of Lufia: The Ruins of Lore?,Directly uses the game title to provide a variety of query types as per guidelines.,1180
What open-world space sim lets you manage ship components like fusion drives and visit Aegis showrooms?,Focuses on theunique 'fusion drive' and 'Aegis showroom' hooks to identify the game without naming it,1595
In which MMO can players use a MobiGlas to track deliveries and earn Credits for ship upgrades?,Uses the 'MobiGlas' and 'Credits' currency hooks to identify the game,1595
What is the gameplay experience of Star Citizen?,Provides a straightforward query using the game's title to cover different search intents,1595
Which game lets you hunt down all the Metroids on a sprawling underworld planet?,Focuses on the unique goal of hunting Metroids in an underworld setting to identify the game.,1102
What handheld title features the Spider Ball and the Plasma Beam to fight aliens?,Uses specific power-ups like the 'Spider Ball' and 'Plasma Beam' as distinguishing characteristics.,1102
Can you tell me about Metroid II: Return of Samus's goal to eradicate the Metroids?,Provides a direct question using the game's title to satisfy the variety requirement.,1102
Which cancelled LucasArts game features a bounty hunter exploring the underworld of Coruscant's Level 1313?,Uses the specific 'Level 1313' and 'cancelled LucasArts' hooks to identify the game,1386
What gritty Star Wars title was scrapped when Disney closed LucasArts and focused on bounty hunter gadgets over Force powers?,"Targets the unique 'gritty' tone, the closure of LucasArts, and the specific gameplay focus on bounty hunter tools",1386
Which action-adventure game lets you play as Boba Fett in a metropolis known as Level 1313?,Combines the protagonist Boba Fett with the specific location Level 1313,1386
Which free to play tactical MOBA from Trion Worlds was cancelled in 2013?,Mentioning the developer Trion Worlds and the 'tactical MOBA' genre specific to this title helps identify it.,1903
What Trion Worlds project was described as a tactical MOBA but had its development halted?,Combining the developer and the specific 'tactical MOBA' description identifies the unique project.,1903
What is the name of the tactical MOBA that was put on hold during its development by Trion Worlds?,Using the developer and the project's status as a 'put on hold' tactical MOBA provides specific hooks for a specialist.,1903
What FPS blends Old West lawlessness with a modern setting between LA and Juarez?,Identifies the game through the unique thematic blend of 'Old West lawlessness' and the modern 'LA to Juarez' setting.,543
Which Call of Juarez title shifts the action to a contemporary struggle against drug cartels?,Uses the game's title series but focuses on the specific 'Cartel' subtitle/theme to differentiate it from previous Westerns.,543
What game brings the 'Wild West' theme to the present day in a story involving a journey from Los Angeles to Juarez?,Highlights the unique premise of a modern-day 'Wild West' and the specific geographic path mentioned in the summary.,543
Who is the alien leader Mental and what is his goal in the shooter featuring Sam?,Uses the 'alien leader Mental' and 'Sam' hooks to create a search query based on the story premise.,857
Which retro FPS involves fighting Headless Kamikazes and Sirian Werebulls in ancient Egypt?,Targets specific enemy types like 'Headless Kamikaze' and 'Sirian Werebull' and the 'ancient Egypt' setting to uniquely identify the game.,857
What game lets you fight through a mix of cyberpunk and black magic settings to stop an extraterrestrial entity?,"Focuses on the distinct blend of 'cyberpunk', 'black magic', and 'extraterrestrial' themes to differentiate the game from other shooters.",857
Which tactical RPG sequel takes place three years after the Mad King's War in the oppressed nation of Daein?,Mentions the 'Mad King's War' and 'Daein' to provide specific hooks for fans of the series to identify the title,1442
What Fire Emblem game allows data carry-over from a GameCube save file but can crash the Wii if the save is from easy mode?,Directly uses the game title and focuses on a specific technical quirk regarding the Wii/GameCube save compatibility,1442
Which game features a band of freedom fighters fighting against the Begnion Empire's occupation of Daein?,"Focuses on the setting of the Begnion Empire and the occupation of Daein, which are unique plot points for this specific entry",1442
Which Crash Bandicoot title features a game mechanic where you hijack own enemies called Titans using Mojo?,Mentioning the 'hijack' mechanic and 'Titans' combined with the series name targets this specific entry,1190
In what game do you play as a character who must stop Doctor Neo Cortex from creating a mutant army on the Wumpa Islands?,"Uses unique plot elements like 'Neo Cortex', 'Wumpa Islands', and 'mutant army' to identify the game",1190
What platformer lets you use fighting combos like punches and kicks to collect a magical substance for ability upgrades?,Focuses on the unique gameplay shift to fighting combos and 'Mojo' collection as a primary progression system,1190
What side-scrolling action game based on a 1989 movie features levels set in catacombs and a Zeppelin?,"Uses the 'side-scrolling', '1989 movie', 'catacombs and Zeppelin' hooks to identify the specific title",185
Which retro game lets you play as a treasure hunter in a side-scrolling adventure featuring the Last Crusade?,Combines 'treasure hunter' and 'Last Crusade' to create a natural search query for the game,185
What high-difficulty platformer from the Amiga and Atari ST era is based on the 1989 film about the Holy Grail quest?,References the 'Amiga and Atari ST' platforms and '1989 film' to target the specific version and title,185
How does the cover system work in Company of Heroes?,Targets the specific game title to get a direct answer about its tactical cover system.,654
Which WWII RTS features troops that intuitively use buildings and terrain for defense during European campaigns?,"Uses the 'WWII RTS', 'buildings and terrain for defense', and 'European campaigns' hooks to allow a specialist to identify the game without using the title.",654
What strategy game lets you lead a company across Europe where enemy AI is designed to be highly intelligent?,Combines the 'European campaign' setting and 'intelligent enemy AI' to target the specific gameplay loop described in the summary.,654
Which stealth game follows a betrayed agent named Sam Fisher who seeks revenge after losing his daughter?,Mentions Sam Fisher and the specific plot point of the loss of a daughter to uniquely identify the game,562
What title features a co-op prologue to the single player campaign and split-screen modes?,Focuses on the unique co-op prologue and split-screen mechanics mentioned in the summary,562
What are the plot details for Tom Clancy's Splinter Cell: Conviction?,Directly queries the game title for a user searching for the specific story/plot,562
Which space RTS features a genetic learning algorithm for its AI and physics based on pressure waves?,Mentions the unique genetic learning AI and specific physics properties like pressure waves to identify the game,1167
What real-time strategy game allows players to use phasing units and tow ships in a 3D deep space setting?,Focuses on the unique unit types like phasing and tow ships combined with the 3D space environment,1167
Does The Outforce include multiplayer support for up to eight players via LAN or internet?,Asks directly about the multiplayer capacity and connection methods using the game title,1167
Who are the operatives fighting a terrorist siege in the streets of Las Vegas?,References the 'operatives' and the specific 'terrorist siege in Las Vegas' plot to identify the title,909
Which first-person shooter features tactical battles in locations like the Strip and Fremont Street?,Uses the 'first-person shooter' genre and specific Vegas landmarks like 'the Strip' and 'Fremont Street' as hooks,909
What Tom Clancy game takes place during a crisis in Sin City?,Directly uses the game title's franchise and the 'Sin City' nickname for the setting,909
Which GBA game involves Lan and Mega Man.EXE fighting a cyber crime organization to stop a virus from spreading?,Includes specific character names (Lan and Mega Man.EXE) and the plot (fighting a cyber crime organization/virus) to uniquely identify the game.,1756
What RPG features a Net-Battler system where the user fights computer hacking and digital viruses?,Targets the unique 'Net-Battler' concept and the digital hacking/setting which are characteristic of the series.,1756
"In Mega Man Battle Network 2, how does the story involve the virus spread and cyber crimes?",Directly references the title and the voice of a user seeking plot details about the virus and cyber crime elements.,1756
Which LEGO racing game features the character Rocket Racer and a quest to collect Golden Bricks?,Combines the LEGO brand with the specific character Rocket Racer and the Golden Brick mechanic to identify the game,390
